Field,Source,Works
"Economics, Econometrics and Finance",Bulletin of Turan University,146
"Economics, Econometrics and Finance",ERES eBooks,146
"Economics, Econometrics and Finance","Revista de Obras Públicas: Organo profesional de los ingenieros de caminos, canales y puertos",145
"Economics, Econometrics and Finance",Annals of Global Health,145
"Economics, Econometrics and Finance",Defense Counsel Journal,145
"Economics, Econometrics and Finance",Transactions on Economics Business and Management Research,145
"Economics, Econometrics and Finance",Radovi Zavoda za hrvatsku povijest Filozofskog fakulteta Sveučilišta u Zagrebu,145
"Economics, Econometrics and Finance",Procedia Engineering,145
"Economics, Econometrics and Finance",Ingeniería Industrial,145
"Economics, Econometrics and Finance",Research Evaluation,145
"Economics, Econometrics and Finance",Journal of Shihezi University,145
"Economics, Econometrics and Finance",Institut de la gestion publique et du développement économique eBooks,145
"Economics, Econometrics and Finance",Evaluation and Program Planning,145
"Economics, Econometrics and Finance",Plecs d'història local,145
"Economics, Econometrics and Finance",Library Open Repository (Universidad Complutense Madrid),145
"Economics, Econometrics and Finance",Acta Geoscientica Sinica,145
"Economics, Econometrics and Finance",Green energy and technology,145
"Economics, Econometrics and Finance",Eskişehir Osmangazi Üniversitesi İktisadi ve İdari Bilimler Dergisi,145
"Economics, Econometrics and Finance",NASA STI Repository (National Aeronautics and Space Administration),145
"Economics, Econometrics and Finance",The Mariner s Mirror,145
"Economics, Econometrics and Finance",Social Sciences,145
"Economics, Econometrics and Finance",OECD competition law and policy working papers.,145
"Economics, Econometrics and Finance",OOO Zhurnal Voprosy Istorii,145
"Economics, Econometrics and Finance",Hradec Economic Days ...,145
"Economics, Econometrics and Finance",Ars Adriatica,145
"Economics, Econometrics and Finance",Journal of General Management,145
"Economics, Econometrics and Finance",Scientific Bulletin of Mukachevo State University Series “Economics”,145
"Economics, Econometrics and Finance",Shinjang dashösi ilmiy jurnili,145
"Economics, Econometrics and Finance",Computers & Operations Research,145
"Economics, Econometrics and Finance",European Journal of Marketing,145
"Economics, Econometrics and Finance",International journal of advance research and innovative ideas in education,145
"Economics, Econometrics and Finance","Indira Gandhi National Open University, New Delhi eBooks",145
"Economics, Econometrics and Finance",商学討究 (Shogaku Tokyu),145
"Economics, Econometrics and Finance",Mathematica Applicata,145
"Economics, Econometrics and Finance",Modern Law Review,145
"Economics, Econometrics and Finance",Huazhong Nongye Daxue xuebao,145
"Economics, Econometrics and Finance",STATE AND MUNICIPAL MANAGEMENT SCHOLAR NOTES,144
"Economics, Econometrics and Finance",The United Nations disarmament yearbook,144
"Economics, Econometrics and Finance",Revue française de science politique,144
"Economics, Econometrics and Finance",Auditor,144
"Economics, Econometrics and Finance",Cahiers de recherche,144
"Economics, Econometrics and Finance",Statistical Methods in Medical Research,144
"Economics, Econometrics and Finance",Przegląd Ustawodawstwa Gospodarczego,144
"Economics, Econometrics and Finance",Physical Therapy,144
"Economics, Econometrics and Finance",Journal of Agricultural & Food Industrial Organization,144
"Economics, Econometrics and Finance",Carbon Management,144
"Economics, Econometrics and Finance",Frontiers in Medicine,144
"Economics, Econometrics and Finance",Statistics in Transition New Series,144
"Economics, Econometrics and Finance",IEICE Technical Report; IEICE Tech. Rep.,144
"Economics, Econometrics and Finance",Zbornik radova Ekonomskog fakulteta u Rijeci,144
"Economics, Econometrics and Finance",Baltic Journal of Economics,144
"Economics, Econometrics and Finance",BMJ Quality & Safety,144
"Economics, Econometrics and Finance",Contributions to statistics,144
"Economics, Econometrics and Finance",Der Donauraum,144
"Economics, Econometrics and Finance",Computational Management Science,144
"Economics, Econometrics and Finance",Journal of Derivatives & Hedge Funds,144
"Economics, Econometrics and Finance",Habitus,144
"Economics, Econometrics and Finance",Asian Journal of Technology Innovation,144
"Economics, Econometrics and Finance",Omsk Scientific Bulletin,143
"Economics, Econometrics and Finance",Digital Commons @ Butler University (Butler University),143
"Economics, Econometrics and Finance",Advances in Social Sciences,143
"Economics, Econometrics and Finance",Banca Impresa Società,143
"Economics, Econometrics and Finance",Personel i Zarządzanie,143
"Economics, Econometrics and Finance",I.B. Tauris & Co Ltd eBooks,143
"Economics, Econometrics and Finance",L Information géographique,143
"Economics, Econometrics and Finance",Informe anual .../Informe anual … - Organización mundial del comercio,143
"Economics, Econometrics and Finance",Open Research Exeter (University of Exeter),143
"Economics, Econometrics and Finance",Journal of Artificial Societies and Social Simulation,143
"Economics, Econometrics and Finance",Visnik Zaporiz kogo nacional nogo universitetu Ekonomicni nauki,143
"Economics, Econometrics and Finance",Yunnan Geology,143
"Economics, Econometrics and Finance",Scientific Journal Regional Studies,143
"Economics, Econometrics and Finance",Review of Accounting and Finance,143
"Economics, Econometrics and Finance",Editora Blucher eBooks,143
"Economics, Econometrics and Finance",Monthly Notices of the Royal Astronomical Society,143
"Economics, Econometrics and Finance",DepositOnce,143
"Economics, Econometrics and Finance",ScholarWorks - UNO (University of New Orleans),143
"Economics, Econometrics and Finance",Xiandai faxue,143
"Economics, Econometrics and Finance",Kobe economic & business review,143
"Economics, Econometrics and Finance",现代国际关系：英文版,143
"Economics, Econometrics and Finance",Abstracts,143
"Economics, Econometrics and Finance",Japan focus,143
"Economics, Econometrics and Finance",2017 Meeting Papers,143
"Economics, Econometrics and Finance",Peace Economics Peace Science and Public Policy,143
"Economics, Econometrics and Finance",RBA Bulletin (Print copy discontinued),143
"Economics, Econometrics and Finance",Portal de Revistas PUCP (N/A),143
"Economics, Econometrics and Finance",RepoS (Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach),143
"Economics, Econometrics and Finance",Revista española de economía,143
"Economics, Econometrics and Finance",OECD economic surveys. Japan,143
"Economics, Econometrics and Finance",Primary Health Care,143
"Economics, Econometrics and Finance",Reviews in American History,143
"Economics, Econometrics and Finance",Journal of Surgical Research,143
"Economics, Econometrics and Finance",Praktisk økonomi & finans,143
"Economics, Econometrics and Finance",Cultural and Social History,142
"Economics, Econometrics and Finance",FIIB Business Review,142
"Economics, Econometrics and Finance",International Journal of Research and Review,142
"Economics, Econometrics and Finance",Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,142
"Economics, Econometrics and Finance",FrancoAngeli srl eBooks,142
"Economics, Econometrics and Finance",Environment and Planning B Urban Analytics and City Science,142
"Economics, Econometrics and Finance",Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB),142
"Economics, Econometrics and Finance",Novi Muallim,142
"Economics, Econometrics and Finance",Agricoltura Istituzioni Mercati,142
"Economics, Econometrics and Finance",Criterio Libre,142
"Economics, Econometrics and Finance",Turkish Journal of Computer and Mathematics Education (TURCOMAT),142
"Economics, Econometrics and Finance",Langaa RPCIG eBooks,142
"Economics, Econometrics and Finance",Journal for Labour Market Research,142
"Economics, Econometrics and Finance",Nanjing Nongye Daxue xuebao,142
"Economics, Econometrics and Finance",University of Birmingham Research Portal (University of Birmingham),142
"Economics, Econometrics and Finance",The Medicine Forum,142
"Economics, Econometrics and Finance",Management Research News,142
"Economics, Econometrics and Finance",Maliye Dergisi,142
"Economics, Econometrics and Finance",Journal of Property Valuation and Investment,142
"Economics, Econometrics and Finance",Health Policy and Technology,142
"Economics, Econometrics and Finance",ICFA Continuing Education Series,142
"Economics, Econometrics and Finance",Zed Books,142
"Economics, Econometrics and Finance",Journal of Hebei Normal University,142
"Economics, Econometrics and Finance",Hospitalist News,142
"Economics, Econometrics and Finance",Academy of Management Perspectives,142
"Economics, Econometrics and Finance","Вестник Таджикского государственного университета права, бизнеса и политики. Серия гуманитарных наук",142
"Economics, Econometrics and Finance",The Journal of Ecclesiastical History,142
"Economics, Econometrics and Finance",Loyola of Los Angeles law review,142
"Economics, Econometrics and Finance",The Journal of Entrepreneurship,142
"Economics, Econometrics and Finance",Mercacei magazine,142
"Economics, Econometrics and Finance",Renaissance and Reformation,142
"Economics, Econometrics and Finance",Cornell Peter and Stephanie Nolan School of Hotel Administration (Cornell University),142
"Economics, Econometrics and Finance",Latin American Journal of Central Banking,142
"Economics, Econometrics and Finance",TopSCHOLAR (Western Kentucky University),142
"Economics, Econometrics and Finance",Sabanci University,142
"Economics, Econometrics and Finance",AIDS Patient Care and STDs,142
"Economics, Econometrics and Finance",Labour / Le Travail,142
"Economics, Econometrics and Finance",Continuum,142
"Economics, Econometrics and Finance",Middle East Development Journal,141
"Economics, Econometrics and Finance","Fachinformationen für Politikwissenschaft, Verwaltungswissenschaft und Kommunalwissenschaften (Institut für Friedensforschung und Sicherheitspolitik)",141
"Economics, Econometrics and Finance",Journal of Ningxia Communist Party Institute,141
"Economics, Econometrics and Finance",intR2Dok (Staatsbibliothek zu Berlin),141
"Economics, Econometrics and Finance",International Journal of Research in Marketing,141
"Economics, Econometrics and Finance",Journal of Tsinghua University(Science and Technology),141
"Economics, Econometrics and Finance",Problems of Legality,141
"Economics, Econometrics and Finance",Jano: Medicina y humanidades,141
"Economics, Econometrics and Finance","Economics of science, technology and innovation",141
"Economics, Econometrics and Finance",Public Sector Economics,141
"Economics, Econometrics and Finance",Editora Científica Digital eBooks,141
"Economics, Econometrics and Finance",Yunnan xueshu tansuo,141
"Economics, Econometrics and Finance",Ekonomìčna teorìâ,141
"Economics, Econometrics and Finance",InterConf,141
"Economics, Econometrics and Finance",Journal of Hebei University of Economics and Trade,141
"Economics, Econometrics and Finance",Journal of Dynamics and Games,141
"Economics, Econometrics and Finance",Taxation in Australia,141
"Economics, Econometrics and Finance",Theory and Practice of Intellectual Property,141
"Economics, Econometrics and Finance",E-Periodica,141
"Economics, Econometrics and Finance",Journal of Economics and Public Finance,141
"Economics, Econometrics and Finance",Experimental Economics,141
"Economics, Econometrics and Finance",European Journal of Hospital Pharmacy,141
"Economics, Econometrics and Finance",Studies in fuzziness and soft computing,141
"Economics, Econometrics and Finance",Statistical Software Components,141
"Economics, Econometrics and Finance",Advances In Management,141
"Economics, Econometrics and Finance",Political Studies Review,141
"Economics, Econometrics and Finance",Infinite Dimensional Analysis Quantum Probability and Related Topics,141
"Economics, Econometrics and Finance",Environmental and Resource Economics Review,141
"Economics, Econometrics and Finance",Shu-li tongji yu guanli,141
"Economics, Econometrics and Finance",Anuario de Historia del Derecho Español,141
"Economics, Econometrics and Finance",Expert Paradigm of Law and Public Administration,141
"Economics, Econometrics and Finance",Universidad Nacional del Altiplano,141
"Economics, Econometrics and Finance",The Review of English Studies,141
"Economics, Econometrics and Finance",Xi'an Jiaotong Daxue xuebao,141
"Economics, Econometrics and Finance",Jiangxi Cai-Jing Daxue xuebao,141
"Economics, Econometrics and Finance",OECD economic surveys. Germany,141
"Economics, Econometrics and Finance",PRZEMYSŁ FERMENTACYJNY I OWOCOWO-WARZYWNY,141
"Economics, Econometrics and Finance",Economic and Political Studies,141
"Economics, Econometrics and Finance",Research Society and Development,141
"Economics, Econometrics and Finance",RIGGS Journal of Artificial Intelligence and Digital Business,140
"Economics, Econometrics and Finance",Urbani izziv,140
"Economics, Econometrics and Finance",Acta Scientiarum Polonorum - Oeconomia,140
"Economics, Econometrics and Finance",Anthropology News,140
"Economics, Econometrics and Finance",Defense and Security Analysis,140
"Economics, Econometrics and Finance",The statesman's yearbook online/Statesman's year-book,140
"Economics, Econometrics and Finance",Finansal Araştırmalar ve Çalışmalar Dergisi,140
"Economics, Econometrics and Finance",The Journal of Environment & Development,140
"Economics, Econometrics and Finance",资源科学,140
"Economics, Econometrics and Finance",Drug Intelligence & Clinical Pharmacy,140
"Economics, Econometrics and Finance",SocioEconomic Challenges,140
"Economics, Econometrics and Finance",Review of Economic Analysis,140
"Economics, Econometrics and Finance",Contemporary Southeast Asia,140
"Economics, Econometrics and Finance",Afers: fulls de recerca i pensament,140
"Economics, Econometrics and Finance",OECD economic surveys. Italy,140
"Economics, Econometrics and Finance",Bulletin of the Global Volcanism Network,140
"Economics, Econometrics and Finance",Acta Sociologica,140
"Economics, Econometrics and Finance",Zakon,140
"Economics, Econometrics and Finance",Review of Economics,140
"Economics, Econometrics and Finance",Humanities & Social Sciences Reviews,140
"Economics, Econometrics and Finance",Tectum – ein Verlag in der Nomos Verlagsgesellschaft eBooks,140
"Economics, Econometrics and Finance",OECD food and agricultural reviews,140
"Economics, Econometrics and Finance",Common Library Network (Der Gemeinsame Bibliotheksverbund),139
"Economics, Econometrics and Finance",Sociologija,139
"Economics, Econometrics and Finance",Hubei nongye kexue,139
"Economics, Econometrics and Finance",Pensamiento Crítico,139
"Economics, Econometrics and Finance",European J of International Management,139
"Economics, Econometrics and Finance",Management and Labour Studies,139
"Economics, Econometrics and Finance",Geoadria,139
"Economics, Econometrics and Finance",İnsan ve Toplum Bilimleri Araştırmaları Dergisi,139
"Economics, Econometrics and Finance",Journal of Southeast University,139
"Economics, Econometrics and Finance",European Journal of Economics and Business Studies,139
"Economics, Econometrics and Finance",Prodinra (INRA Bordeaux-Aquitaine),139
"Economics, Econometrics and Finance",ISPRS International Journal of Geo-Information,139
"Economics, Econometrics and Finance",Institut français d’études andines eBooks,139
"Economics, Econometrics and Finance",MISES Interdisciplinary Journal of Philosophy Law and Economics,139
"Economics, Econometrics and Finance",http://isrctn.com/,139
"Economics, Econometrics and Finance",University of Zimbabwe Institutional Repository (University of Zimbabwe),139
"Economics, Econometrics and Finance",Political Studies,139
"Economics, Econometrics and Finance",International Journal of Academic Research and Development,139
"Economics, Econometrics and Finance",Obshchestvo i ekonomika,139
"Economics, Econometrics and Finance",International Journal of Accounting and Economics Studies,139
"Economics, Econometrics and Finance",Journal of Sport Management,139
"Economics, Econometrics and Finance",Science & Technology Development Journal - Economics - Law and Management,139
"Economics, Econometrics and Finance",Advances in Applied Mathematics,139
"Economics, Econometrics and Finance",International Journal of Economic Policy Studies,139
"Economics, Econometrics and Finance",Textile History,139
"Economics, Econometrics and Finance",Izvestia Herzen University Journal of Humanities & Sciences,139
"Economics, Econometrics and Finance",University of Michigan Journal of Law Reform,139
"Economics, Econometrics and Finance",BMJ Quality & Safety,139
"Economics, Econometrics and Finance","TLS, the Times literary supplement/Times literary supplement on CD-ROM/TLS. Times literary supplement",138
"Economics, Econometrics and Finance",Journal of Yaşar University,138
"Economics, Econometrics and Finance","CSUSB ScholarWorks (California State University, San Bernardino)",138
"Economics, Econometrics and Finance",New Perspectives Quarterly,138
"Economics, Econometrics and Finance",SIAM Journal on Numerical Analysis,138
"Economics, Econometrics and Finance",Russian Journal of Entrepreneurship,138
"Economics, Econometrics and Finance",Focus on European economic integration,138
"Economics, Econometrics and Finance",Journal of Business Strategy,138
"Economics, Econometrics and Finance",Economic and Regional Studies / Studia Ekonomiczne i Regionalne,138
"Economics, Econometrics and Finance",Ömer Halisdemir Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,138
"Economics, Econometrics and Finance",Cuadernos Geográficos,138
"Economics, Econometrics and Finance",JMU Scholoraly Commons (James Madison University),138
"Economics, Econometrics and Finance",Séquences : La revue de cinéma,138
"Economics, Econometrics and Finance",Situación: revista de coyuntura económica,138
"Economics, Econometrics and Finance",Financial Journal,138
"Economics, Econometrics and Finance",Industrial Economics Research,138
"Economics, Econometrics and Finance",Transfer European Review of Labour and Research,138
"Economics, Econometrics and Finance",Jurnal Ekonomi Pembangunan,138
"Economics, Econometrics and Finance",Euroeconomica,138
"Economics, Econometrics and Finance",自然资源学报,138
"Economics, Econometrics and Finance",BOLETÍN GEOLÓGICO Y MINERO,138
"Economics, Econometrics and Finance",Semestre Económico,138
"Economics, Econometrics and Finance",Vestnik of Lobachevsky State University of Nizhni Novgorod Series Social Sciences,138
"Economics, Econometrics and Finance",Bulletin of Geography Socio-economic series,138
"Economics, Econometrics and Finance",Diritto e pratica tributaria,138
"Economics, Econometrics and Finance","CSR, sustainability, ethics & governance",138
"Economics, Econometrics and Finance",European Accounting Review,138
"Economics, Econometrics and Finance",De Economia: Revista de Estudios Economicos-Sociales,138
"Economics, Econometrics and Finance",Publications of the American Statistical Association,138
"Economics, Econometrics and Finance",The SAGE Encyclopedia of Business Ethics and Society,138
"Economics, Econometrics and Finance",Revista Científica ECOCIENCIA,138
"Economics, Econometrics and Finance",The International Food and Agribusiness Management Review,138
"Economics, Econometrics and Finance",Department of Accounting,138
"Economics, Econometrics and Finance",IUScholarWorks (Indiana University),138
"Economics, Econometrics and Finance",Investigaciones Regionales - Journal of Regional Research,138
"Economics, Econometrics and Finance",Advances in management and applied economics,138
"Economics, Econometrics and Finance",OR Spectrum,137
"Economics, Econometrics and Finance",Journal of Huazhong University of Science and Technology,137
"Economics, Econometrics and Finance",Revista Contabilidade & Finanças,137
"Economics, Econometrics and Finance",Contemporary mathematics - American Mathematical Society,137
"Economics, Econometrics and Finance",Managerial Economics,137
"Economics, Econometrics and Finance",Tạp chí Kinh tế và Phát triển,137
"Economics, Econometrics and Finance",ECA Estudios Centroamericanos,137
"Economics, Econometrics and Finance",Revue internationale du Travail,137
"Economics, Econometrics and Finance",Keeping good companies,137
"Economics, Econometrics and Finance",Gaoxiao dizhi xuebao,137
"Economics, Econometrics and Finance",ICE Revista de Economía,137
"Economics, Econometrics and Finance",Multilingual Matters eBooks,137
"Economics, Econometrics and Finance",Journal of Jinan University,137
"Economics, Econometrics and Finance",Universal Journal of Accounting and Finance,137
"Economics, Econometrics and Finance",International Research Journal of Economics and Management Studies,137
"Economics, Econometrics and Finance",Gaceta UNAM (2010-2016),137
"Economics, Econometrics and Finance",Australian Planner,137
"Economics, Econometrics and Finance",Brazilian Keynesian Review,137
"Economics, Econometrics and Finance",Nauchni trudove,137
"Economics, Econometrics and Finance",The Year s Work in English Studies,137
"Economics, Econometrics and Finance",French Studies,137
"Economics, Econometrics and Finance",Urology times,137
"Economics, Econometrics and Finance",Australian Journal of Agricultural Economics,137
"Economics, Econometrics and Finance",Economie & prévision,137
"Economics, Econometrics and Finance",Behavioral and Brain Sciences,137
"Economics, Econometrics and Finance",American Journal of Ophthalmology,137
"Economics, Econometrics and Finance",Comparative Studies in Society and History,137
"Economics, Econometrics and Finance",Tropical Medicine & International Health,137
"Economics, Econometrics and Finance",Economic journal Odessa polytechnic university,137
"Economics, Econometrics and Finance",Scandinavian Journal of History,137
"Economics, Econometrics and Finance",Journal of Yanbian University,137
"Economics, Econometrics and Finance",Repository of Digital Objects for Teaching Research and Culture (University of Valencia),137
"Economics, Econometrics and Finance",Croatica Christiana periodica,137
"Economics, Econometrics and Finance",Industrial Marketing Management,137
"Economics, Econometrics and Finance",Agricultural and Resource Economics International Scientific E-Journal,137
"Economics, Econometrics and Finance",Folia Oeconomica Cracoviensia,137
"Economics, Econometrics and Finance",Biblioteca Valenciana Digital (BIVALDI) (Valencian Digital Library),136
"Economics, Econometrics and Finance",Journal of international women's studies,136
"Economics, Econometrics and Finance",International Journal of Innovative Research and Development,136
"Economics, Econometrics and Finance",Arthshastra Indian Journal of Economics & Research,136
"Economics, Econometrics and Finance",Review of Economic Perspectives,136
"Economics, Econometrics and Finance",Business Strategy Review,136
"Economics, Econometrics and Finance",Zeitschrift für Ägyptische Sprache und Altertumskunde,136
"Economics, Econometrics and Finance",Public Util. Fortn.; (United States),136
"Economics, Econometrics and Finance",Legal Concept,136
"Economics, Econometrics and Finance",Repositorio Digital de la Universidad José Carlos Mariátegui (Universidad José Carlos Mariátegui),136
"Economics, Econometrics and Finance",Municipal economy of cities,136
"Economics, Econometrics and Finance",Georgia State University law review,136
"Economics, Econometrics and Finance",Statistical Journal of the IAOS,136
"Economics, Econometrics and Finance",The Journal of the American Board of Family Medicine,136
"Economics, Econometrics and Finance",Case Studies on Transport Policy,136
"Economics, Econometrics and Finance",Revista Internacional Administracion & Finanzas,136
"Economics, Econometrics and Finance",The International Economy,136
"Economics, Econometrics and Finance",Asian Journal of Economic Modelling,136
"Economics, Econometrics and Finance",EDULEARN proceedings,136
"Economics, Econometrics and Finance",Zeitschrift für Evidenz Fortbildung und Qualität im Gesundheitswesen,136
"Economics, Econometrics and Finance",Journal of Public Policy & Marketing,136
"Economics, Econometrics and Finance",Journal of Hospital Medicine,136
"Economics, Econometrics and Finance",Metody Ilościowe w Badaniach Ekonomicznych / Szkoła Główna Gospodarstwa Wiejskiego,136
"Economics, Econometrics and Finance",Environmental Engineering and Management Journal,136
"Economics, Econometrics and Finance",Encyclopedia of Business in Today's World,136
"Economics, Econometrics and Finance",Journal of Market Access & Health Policy,136
"Economics, Econometrics and Finance",Revista de Investigación Académica Sin Frontera División de Ciencias Económicas y Sociales,136
"Economics, Econometrics and Finance",UCL Press eBooks,136
"Economics, Econometrics and Finance",Economics Management and Financial Markets,136
"Economics, Econometrics and Finance",Journal of Shanxi Finace and Economics University,136
"Economics, Econometrics and Finance",Journal of Money & Finance,136
"Economics, Econometrics and Finance",Accounting Economics and Law - A Convivium,136
"Economics, Econometrics and Finance",Biotechnology Law Report,136
"Economics, Econometrics and Finance",Membrane Technology,136
"Economics, Econometrics and Finance",SATHIRI,135
"Economics, Econometrics and Finance",Acta Universitatis Nicolai Copernici. Zarządzanie/Acta Universitatis Nicolai Copernici. Ekonomia/Acta Universitatis Nicolai Copernici. Nauki Humanistyczno-Społeczne. Zarządzanie/Acta Universitatis Nicolai Copernici. Nauki Humanistyczno-Społeczne. Ekonomia,135
"Economics, Econometrics and Finance",Revista del Instituto de Estudios Económicos,135
"Economics, Econometrics and Finance",Advances in computational economics,135
"Economics, Econometrics and Finance",Mağallaẗ Al-Iqtiṣād Al-Zirā'ī wa Al-ʿulūm Al-Iğtimāʿiyyaẗ,135
"Economics, Econometrics and Finance",Journal of Global Health,135
"Economics, Econometrics and Finance",International Journal of Psychosocial Rehabilitation,135
"Economics, Econometrics and Finance",Studia Ethnologica Croatica,135
"Economics, Econometrics and Finance",The Journal of Private Equity,135
"Economics, Econometrics and Finance","Works - Scholarship, Research, & Creative Expression (Swarthmore College)",135
"Economics, Econometrics and Finance",OECD insurance statistics,135
"Economics, Econometrics and Finance",Journal of Commercial Biotechnology,135
"Economics, Econometrics and Finance",Bulletin of Kemerovo State University,135
"Economics, Econometrics and Finance",University of South Carolina Press eBooks,135
"Economics, Econometrics and Finance",Ganadería,135
"Economics, Econometrics and Finance",中国科学通报：英文版,135
"Economics, Econometrics and Finance",Dirigido por ...: Revista de cine,135
"Economics, Econometrics and Finance",The Philippine Review of Economics,135
"Economics, Econometrics and Finance",Guizhou nongye kexue,135
"Economics, Econometrics and Finance",Family Practice,135
"Economics, Econometrics and Finance",Oxford Bibliographies Online Datasets,135
"Economics, Econometrics and Finance",Revista de Climatología,135
"Economics, Econometrics and Finance",Economics,135
"Economics, Econometrics and Finance",The Nation's health,135
"Economics, Econometrics and Finance",Glasnik Etnografskog instituta,135
"Economics, Econometrics and Finance",SAGE Business Researcher,135
"Economics, Econometrics and Finance",Global & Regional Health Technology Assessment,135
"Economics, Econometrics and Finance",México y la Cuenca del Pacífico,135
"Economics, Econometrics and Finance",Scientific Research and Development Economics,135
"Economics, Econometrics and Finance",OECD economic surveys. Mexico,135
"Economics, Econometrics and Finance",22nd Annual European Real Estate Society Conference,135
"Economics, Econometrics and Finance",Journal of international area studies,135
"Economics, Econometrics and Finance",Outre-Terre,135
"Economics, Econometrics and Finance",National Defence University Scientific Quarterly,134
"Economics, Econometrics and Finance",Lov og Rett,134
"Economics, Econometrics and Finance",International Journal of Sciences: Basic and Applied Research,134
"Economics, Econometrics and Finance",Economic Themes,134
"Economics, Econometrics and Finance",Planning News,134
"Economics, Econometrics and Finance",Journal of Geographical Sciences,134
"Economics, Econometrics and Finance",CINECA IRIS Institutional Research information system (University of Urbino),134
"Economics, Econometrics and Finance",ESAIM Control Optimisation and Calculus of Variations,134
"Economics, Econometrics and Finance",Indian Growth and Development Review,134
"Economics, Econometrics and Finance",NBER International Seminar on Macroeconomics,134
"Economics, Econometrics and Finance",Hainan Finance,134
"Economics, Econometrics and Finance",Art Journal,134
"Economics, Econometrics and Finance",The American Journal of Comparative Law,134
"Economics, Econometrics and Finance",Orbis,134
"Economics, Econometrics and Finance",Journal of Property Finance,134
"Economics, Econometrics and Finance",Edward Elgar eBooks,134
"Economics, Econometrics and Finance",African Journal of Science Technology Innovation and Development,134
"Economics, Econometrics and Finance",International Journal of Global Environmental Issues,134
"Economics, Econometrics and Finance",Scandinavian Housing and Planning Research,134
"Economics, Econometrics and Finance",Вестник Поволжского института управления,134
"Economics, Econometrics and Finance",Вестник Пермского университета Юридические науки,134
"Economics, Econometrics and Finance",ACTA ECONOMICA,134
"Economics, Econometrics and Finance",Foreign Policy Bulletin,134
"Economics, Econometrics and Finance",Scrinia Slavonica,134
"Economics, Econometrics and Finance",Journal of Economics Finance and Administrative Science,134
"Economics, Econometrics and Finance",Scholars Crossing (Liberty University),134
"Economics, Econometrics and Finance",Pigment & Resin Technology,134
"Economics, Econometrics and Finance",International Journal of Production Research,134
"Economics, Econometrics and Finance",International Trade,134
"Economics, Econometrics and Finance",History Workshop Journal,134
"Economics, Econometrics and Finance",Journal of Qinghai Normal University,134
"Economics, Econometrics and Finance",Redalyc (Universidad Autónoma del Estado de México),134
"Economics, Econometrics and Finance",K-State Research Exchange (Kansas State University),134
"Economics, Econometrics and Finance",Kant-Studien,134
"Economics, Econometrics and Finance","International Journal of Management, IT, and Engineering",133
"Economics, Econometrics and Finance",International Journal of Environment and Pollution,133
"Economics, Econometrics and Finance",Education + Training,133
"Economics, Econometrics and Finance",Journal of Thoracic and Cardiovascular Surgery,133
"Economics, Econometrics and Finance",IFIP advances in information and communication technology,133
"Economics, Econometrics and Finance",European Sport Management Quarterly,133
"Economics, Econometrics and Finance",Law and History Review,133
"Economics, Econometrics and Finance",Globalizations,133
"Economics, Econometrics and Finance",UWM Digital Commons (University of Wisconsin–Milwaukee),133
"Economics, Econometrics and Finance",Legal Novels,133
"Economics, Econometrics and Finance","Horticultura: Revista de industria, distribución y socioeconomía hortícola: frutas, hortalizas, flores, plantas, árboles ornamentales y viveros",133
"Economics, Econometrics and Finance",West European Politics,133
"Economics, Econometrics and Finance",European Journal of Clinical Pharmacology,133
"Economics, Econometrics and Finance",Eurasian Geography and Economics,133
"Economics, Econometrics and Finance",Hamilton eBooks,133
"Economics, Econometrics and Finance",Geodeta : magazyn geoinformacyjny,133
"Economics, Econometrics and Finance",Orphanet Journal of Rare Diseases,133
"Economics, Econometrics and Finance",Journal of Mathematics,133
"Economics, Econometrics and Finance",Transport Reviews,133
"Economics, Econometrics and Finance",Conference Series ; [Proceedings],133
"Economics, Econometrics and Finance",Journal of Guangdong Business College,133
"Economics, Econometrics and Finance",26th Annual European Real Estate Society Conference,133
"Economics, Econometrics and Finance",Problèmes économiques: Selection d'articles français et étrangers,133
"Economics, Econometrics and Finance",Containerisation international,133
"Economics, Econometrics and Finance",International Journal of Geographical Information Systems,133
"Economics, Econometrics and Finance",SIAM Journal on Applied Mathematics,133
"Economics, Econometrics and Finance",Medicina Clínica,133
"Economics, Econometrics and Finance",International Journal of Business and Economics Research,133
"Economics, Econometrics and Finance",International Journal of Current Science Research and Review,133
"Economics, Econometrics and Finance",Journal of the Society of Chemical Industry,133
"Economics, Econometrics and Finance",Актуальні проблеми державного управління,133
"Economics, Econometrics and Finance",World Trade Report,133
"Economics, Econometrics and Finance",IZVESTIA VOLGOGRAD STATE TECHNICAL UNIVERSITY,133
"Economics, Econometrics and Finance",International Journal of Business and Emerging Markets,133
"Economics, Econometrics and Finance",Social Sciences Studies Journal,133
"Economics, Econometrics and Finance",Journal of the American Academy of Child & Adolescent Psychiatry,133
"Economics, Econometrics and Finance",UEF eRepo (University of Eastern Finland),133
"Economics, Econometrics and Finance",Jurnal Ilmiah Manajemen Ekonomi & Akuntansi (MEA),133
"Economics, Econometrics and Finance",Images,132
"Economics, Econometrics and Finance",Acta Mathematica Scientia,132
"Economics, Econometrics and Finance",QSpace (Queen's University Library),132
