Field,Source,Works
Physics and Astronomy,Journal of Data Science,12
Physics and Astronomy,Food Control,12
Physics and Astronomy,Nuncius: annali di storia della scienza,12
Physics and Astronomy,"World Academy of Science, Engineering and Technology, International Journal of Medical and Health Sciences",12
Physics and Astronomy,Environmental Monitoring and Assessment,12
Physics and Astronomy,Discussiones Mathematicae - General Algebra and Applications,12
Physics and Astronomy,KSME International Journal,12
Physics and Astronomy,Biography | US Enciclopedia of law,12
Physics and Astronomy,bie3: Boletín IEEE,12
Physics and Astronomy,Complex Adaptive Systems Modeling,12
Physics and Astronomy,Harvard Law Review,12
Physics and Astronomy,宇宙科学シンポジウム,12
Physics and Astronomy,Communication Monographs,12
Physics and Astronomy,International Journal of Forecasting,12
Physics and Astronomy,Journal of Petroleum Exploration and Production Technology,12
Physics and Astronomy,Telecommunication Systems,12
Physics and Astronomy,Filosofia oggi,12
Physics and Astronomy,Precision Chemistry,12
Physics and Astronomy,Whitehall Papers,12
Physics and Astronomy,Environmental Values,12
Physics and Astronomy,VNU Journal of Science: Natural Sciences and Technology (Vietnam National University),12
Physics and Astronomy,Academy of Management Review,12
Physics and Astronomy,BiblioBoard Library Catalog (Open Research Library),12
Physics and Astronomy,East African Scholars Journal of Engineering and Computer Sciences,12
Physics and Astronomy,Perspectives of New Music,12
Physics and Astronomy,The Musical Quarterly,12
Physics and Astronomy,Revista española de electrónica,12
Physics and Astronomy,Journal of Combinatorial Theory,12
Physics and Astronomy,Journal of the Society for Radiological Protection,12
Physics and Astronomy,Contributions to economics,12
Physics and Astronomy,Tatra Mountains Mathematical Publications,12
Physics and Astronomy,Journal of Electrical & Electronic Systems,12
Physics and Astronomy,Quaternary Research,12
Physics and Astronomy,Russian Fiber Lasers,12
Physics and Astronomy,Journal of Engineering Sciences and Innovation,12
Physics and Astronomy,New Zealand Science Review,12
Physics and Astronomy,Open Journal of Statistics,12
Physics and Astronomy,Operator Theory,12
Physics and Astronomy,Journal of Structural Engineering,12
Physics and Astronomy,Coastal Engineering,12
Physics and Astronomy,American Journal of Nano Research and Applications,12
Physics and Astronomy,2022 IEEE International Conference on Environment and Electrical Engineering and 2022 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&amp;CPS Europe),12
Physics and Astronomy,Royal Society eBooks,12
Physics and Astronomy,International Journal of the Society of Materials Engineering for Resources,12
Physics and Astronomy,Journal of Nanjing Institute of Technology,12
Physics and Astronomy,Instrumentación y desarrollo,12
Physics and Astronomy,Journal of Solid Mechanics and Materials Engineering,12
Physics and Astronomy,Annals of the Russian academy of medical sciences,12
Physics and Astronomy,Encyclopedia of Counseling,12
Physics and Astronomy,Canadian acoustics,12
Physics and Astronomy,The Dictionary of Nineteenth-Century British Philosophers,12
Physics and Astronomy,Geofizicheskiy Zhurnal,12
Physics and Astronomy,Astrophysik aktuell,12
Physics and Astronomy,ACM SIGMOD Record,12
Physics and Astronomy,Journal of Digital Information Management,12
Physics and Astronomy,Il Bollettino,12
Physics and Astronomy,IEEE Geoscience and Remote Sensing Magazine,12
Physics and Astronomy,Pitman eBooks,12
Physics and Astronomy,Open University Press eBooks,12
Physics and Astronomy,2022 Wave Electronics and its Application in Information and Telecommunication Systems (WECONF),12
Physics and Astronomy,高等学校计算数学学报：英文版,12
Physics and Astronomy,IJEIR,12
Physics and Astronomy,Electronic Systems News,12
Physics and Astronomy,"LAB Laboratoria, Aparatura, Badania",12
Physics and Astronomy,岩手医科大学教養部研究年報,12
Physics and Astronomy,Journal of the Pakistan Medical Association,12
Physics and Astronomy,Flash art: The leading european art magazine,12
Physics and Astronomy,Museum International,12
Physics and Astronomy,IET Signal Processing,12
Physics and Astronomy,International Journal of Scientific Reports,12
Physics and Astronomy,American Journal of Operations Research,12
Physics and Astronomy,Muthanna Journal of Pure Science,12
Physics and Astronomy,Applied Physics,12
Physics and Astronomy,"World Academy of Science, Engineering and Technology, International Journal of Chemical and Molecular Engineering",12
Physics and Astronomy,British Journal of Sociology,12
Physics and Astronomy,Chemistry & Chemical Technology,12
Physics and Astronomy,Chicago journal of international law,12
Physics and Astronomy,Univalle Digital Repository (University of Valle),12
Physics and Astronomy,Atomization and Sprays,12
Physics and Astronomy,ISSI,12
Physics and Astronomy,Island,12
Physics and Astronomy,Jurnal Ilmiah Pendidikan Fisika Al-Biruni,12
Physics and Astronomy,Enseñanza de las Ciencias Revista de investigación y experiencias didácticas,12
Physics and Astronomy,The Journal of Transport History,12
Physics and Astronomy,BSHM Bulletin Journal of the British Society for the History of Mathematics,12
Physics and Astronomy,American Zoologist,12
Physics and Astronomy,AIJ Journal of Technology and Design,12
Physics and Astronomy,Breast Cancer,12
Physics and Astronomy,Geographical Research,12
Physics and Astronomy,Mediterranean Journal of Social Sciences,12
Physics and Astronomy,Journal of Xinjiang Normal University,12
Physics and Astronomy,Dyestuffs and coloration,12
Physics and Astronomy,The Ballarat naturalist.,12
Physics and Astronomy,Universal Journal of Applied Mathematics,12
Physics and Astronomy,Nanotechnologies for the Life Sciences,12
Physics and Astronomy,Ceramics,12
Physics and Astronomy,Journal of Elliptic and Parabolic Equations,12
Physics and Astronomy,Wszechświat,12
Physics and Astronomy,IEEE Transactions on Medical Robotics and Bionics,12
Physics and Astronomy,Canadian journal of optometry/CJO. Canadian journal of optometry,12
Physics and Astronomy,Cartography,12
Physics and Astronomy,The Transactions of the Korean Institute of Power Electronics,12
Physics and Astronomy,EUREKA Physics and Engineering,12
Physics and Astronomy,Nature Reviews Bioengineering,12
Physics and Astronomy,TEXT,12
Physics and Astronomy,SPIIRAS Proceedings,12
Physics and Astronomy,Guidance and Fuze,12
Physics and Astronomy,Christianity & Literature,12
Physics and Astronomy,Journal of Northern Jiaotong University,12
Physics and Astronomy,Journal of Hydrologic Engineering,12
Physics and Astronomy,Equipment for Electronic Products Manufacturing,12
Physics and Astronomy,Education in science,12
Physics and Astronomy,Applied Rheology,12
Physics and Astronomy,Transactions of Tianjin University,12
Physics and Astronomy,Developments in geotechnical engineering,12
Physics and Astronomy,Revista Portuguesa de Filosofia,12
Physics and Astronomy,Applied Biochemistry and Biotechnology,12
Physics and Astronomy,Journal for Foundations and Applications of Physics,12
Physics and Astronomy,Neurophysiologie Clinique,12
Physics and Astronomy,Journal of Neurosurgical Anesthesiology,11
Physics and Astronomy,The Plant Cell,11
Physics and Astronomy,Current Opinion in Chemical Engineering,11
Physics and Astronomy,After Dinner Conversation,11
Physics and Astronomy,Journal of Communications Software and Systems,11
Physics and Astronomy,China Medical Herald,11
Physics and Astronomy,"54th AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference",11
Physics and Astronomy,International Journal for Numerical and Analytical Methods in Geomechanics,11
Physics and Astronomy,Journal of Transportation Systems Engineering and Information Technology,11
Physics and Astronomy,Synthesis lectures on quantum computing,11
Physics and Astronomy,EPrints Complutense Repositorio Institucional de la UCM (Universidad Complutense de Madrid),11
Physics and Astronomy,International Journal of Space Structures,11
Physics and Astronomy,Jahresberichte und Mitteilungen des Oberrheinischen Geologischen Vereins,11
Physics and Astronomy,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),11
Physics and Astronomy,Poetics,11
Physics and Astronomy,AUSpace (Athabasca University),11
Physics and Astronomy,Burdenko s Journal of Neurosurgery,11
Physics and Astronomy,Can Tho University Journal of Science,11
Physics and Astronomy,Полис Политические исследования,11
Physics and Astronomy,Bolletino di zoologia,11
Physics and Astronomy,University of Tokyo Press eBooks,11
Physics and Astronomy,Springer advanced texts in chemistry,11
Physics and Astronomy,Ecotone,11
Physics and Astronomy,Proceedings of the Indian Division of the Institution of Electronic and Radio Engineers/Proceedings ,11
Physics and Astronomy,Scientific reviews and chemical communications,11
Physics and Astronomy,Phytochemistry,11
Physics and Astronomy,ACM Transactions on Modeling and Computer Simulation,11
Physics and Astronomy,The Journal of Immunology,11
Physics and Astronomy,"Fractals and dynamics in mathematics, science and the arts",11
Physics and Astronomy,Радиотехника и электроника / Journal of Communications Technology and Electronics,11
Physics and Astronomy,Industrial & Engineering Chemistry Product Research and Development,11
Physics and Astronomy,MTZ worldwide,11
Physics and Astronomy,Telos,11
Physics and Astronomy,Journal of interventional radiology,11
Physics and Astronomy,Nippon Igaku Hoshasen Gakkai Zasshi (Japan),11
Physics and Astronomy,Geographical Review of Japan,11
Physics and Astronomy,Bulletin of the British Society for the History of Science,11
Physics and Astronomy,The Open Court,11
Physics and Astronomy,Series in bioengineering,11
Physics and Astronomy,IEEE Multimedia,11
Physics and Astronomy,Proc. Am. Power Conf.; (United States),11
Physics and Astronomy,Homology Homotopy and Applications,11
Physics and Astronomy,Archaeological Journal,11
Physics and Astronomy,Proceedings of the IEEE National Radar Conference,11
Physics and Astronomy,Journal of Micromechanics and Molecular Physics,11
Physics and Astronomy,The 82nd Annual Meeting of the Society for American Archaeology,11
Physics and Astronomy,Polymer Gels and Networks,11
Physics and Astronomy,"World Academy of Science, Engineering and Technology, International Journal of Nuclear and Quantum Engineering",11
Physics and Astronomy,Review of International Studies,11
Physics and Astronomy,Philosophie Magazine,11
Physics and Astronomy,Applied Economics Letters,11
Physics and Astronomy,Journal of Quantitative Linguistics,11
Physics and Astronomy,British Journal of Psychology,11
Physics and Astronomy,Hydrological Sciences Journal,11
Physics and Astronomy,Journal of undergraduate research in physics and astronomy.,11
Physics and Astronomy,Filozofska istraživanja,11
Physics and Astronomy,Soviet physics. Crystallography,11
Physics and Astronomy,Clinical Medicine and Pharmacology,11
Physics and Astronomy,Royal Holloway Digital Repository (University of London),11
Physics and Astronomy,静岡大学大学院電子科学研究科研究報告,11
Physics and Astronomy,IEEE Transactions on Molecular Biological and Multi-Scale Communications,11
Physics and Astronomy,Journal of Xidian University,11
Physics and Astronomy,IEEE Asia-Pacific Conference on Synthetic Aperture Radar,11
Physics and Astronomy,IEEE Transactions on Network and Service Management,11
Physics and Astronomy,International Journal of Applied Earth Observation and Geoinformation,11
Physics and Astronomy,Restoration of Buildings and Monuments,11
Physics and Astronomy,Journal of Oral and Maxillofacial Surgery,11
Physics and Astronomy,Scientific American Mind,11
Physics and Astronomy,2021 51st European Microwave Conference (EuMC),11
Physics and Astronomy,2021 International Conference on Advanced Electrical Equipment and Reliable Operation (AEERO),11
Physics and Astronomy,Journal of Anatomy,11
Physics and Astronomy,Welding in the World,11
Physics and Astronomy,ICGA Journal,11
Physics and Astronomy,Arctic and Alpine Research,11
Physics and Astronomy,2022 IEEE International Symposium on Information Theory (ISIT),11
Physics and Astronomy,Mapping Sciences & Remote Sensing,11
Physics and Astronomy,Journal of Logic and Computation,11
Physics and Astronomy,WS EDUCATION eBooks,11
Physics and Astronomy,"Приборы и системы. Управление, контроль, диагностика.",11
Physics and Astronomy,Handbook of dynamical systems,11
Physics and Astronomy,Journal of Chongqing Three-gorges University,11
Physics and Astronomy,WSEAS Transactions on Systems and Control archive,11
Physics and Astronomy,Journal of the Korean Society for Heat Treatment,11
Physics and Astronomy,Transversal International Journal for the Historiography of Science,11
Physics and Astronomy,TecnoLógicas,11
Physics and Astronomy,Вестник Южно-Уральского государственного университета. Серия: Математика. Механика. Физика,11
Physics and Astronomy,Trans Tech Publications eBooks,11
Physics and Astronomy,"Mathematics reports, Toyama University",11
Physics and Astronomy,2000 International Conference on Ion Implantation Technology Proceedings. Ion Implantation Technology - 2000 (Cat. No.00EX432),11
Physics and Astronomy,Journal of Thermodynamics & Catalysis,11
Physics and Astronomy,Phi Delta Kappan,11
Physics and Astronomy,Artificial Intelligence in Medicine,11
Physics and Astronomy,China-Japan Joint Microwave Conference,11
Physics and Astronomy,Americas Conference on Information Systems,11
Physics and Astronomy,Shokubutsugaku Zasshi,11
Physics and Astronomy,R and D Management,11
Physics and Astronomy,Web Intelligence and Agent Systems An International Journal,11
Physics and Astronomy,The Faculty Digital Archive (New York University),11
Physics and Astronomy,Encyclopedia of Military Science,11
Physics and Astronomy,Sustainable Cities and Society,11
Physics and Astronomy,Deutsche Zeitschrift für Chirurgie,11
Physics and Astronomy,"Digest of the LEOS Summer Topical Meetings Biophotonics/Optical Interconnects and VLSI Photonics/WBM Microcavities, 2004.",11
Physics and Astronomy,Transactions of the AIME,11
Physics and Astronomy,특정연구 결과 발표회 논문집,11
Physics and Astronomy,AIMS Geosciences,11
Physics and Astronomy,Scholar Commons (University of South Carolina),11
Physics and Astronomy,International Journal of Computing and Digital Systems,11
Physics and Astronomy,Imaging in Medicine,11
Physics and Astronomy,New Phytologist,11
Physics and Astronomy,Electric Power Construction,11
Physics and Astronomy,24th Conference on Severe Local Storms (27–31 October 2008),11
Physics and Astronomy,Journal of Guizhou Education Institute,11
Physics and Astronomy,Wind Engineers JAWE,11
Physics and Astronomy,Philosophical Papers,11
Physics and Astronomy,Deposit Once (Technische Universität Berlin),11
Physics and Astronomy,Communications in Mathematical Research,11
Physics and Astronomy,REAL-d (Hungarian Academy of Sciences),11
Physics and Astronomy,Journal of mathematical modeling,11
Physics and Astronomy,The bulletin of the National Association of Secondary School Principals,11
Physics and Astronomy,Advances in Pure and Applied Mathematics,11
Physics and Astronomy,Mugla Journal of Science and Technology,11
Physics and Astronomy,"The Journal of the Institute of Webcasting, Internet and Telecommunication",11
Physics and Astronomy,Journal of Religion & Film,11
Physics and Astronomy,Series of the Centro de Estudios Científicos de Santiago,11
Physics and Astronomy,Conference proceedings,11
Physics and Astronomy,(2005),11
Physics and Astronomy,"2004 Solid-State, Actuators, and Microsystems Workshop Technical Digest",11
Physics and Astronomy,1st International Congress of the Brazilian Geophysical Society,11
Physics and Astronomy,Forensic Medical Expertise,11
Physics and Astronomy,Information systems engineering and management,11
Physics and Astronomy,Integrative Psychological and Behavioral Science,11
Physics and Astronomy,JP Journal of Heat and Mass Transfer,11
Physics and Astronomy,Biosciences Biotechnology Research Asia,11
Physics and Astronomy,Transactions of the Society of Rheology,11
Physics and Astronomy,Human Reproduction,11
Physics and Astronomy,Quarterly Journal of Experimental Physiology,11
Physics and Astronomy,4th International Congress of the Brazilian Geophysical Society,11
Physics and Astronomy,The Medicine Forum,11
Physics and Astronomy,Renaissance and Reformation,11
Physics and Astronomy,Laser Applications to Chemical Analysis,11
Physics and Astronomy,Уфимская осенняя математическая школа - 2022. 2 часть,11
Physics and Astronomy,Frontiers of research with the Chinese academy of sciences,11
Physics and Astronomy,Therapy,11
Physics and Astronomy,学術月報,11
Physics and Astronomy,Journal of Ningxia University,11
Physics and Astronomy,Acta Mathematica Vietnamica,11
Physics and Astronomy,Soviet physics. Acoustics,11
Physics and Astronomy,Journal of Geophysical Research Biogeosciences,11
Physics and Astronomy,Earth Science Research,11
Physics and Astronomy,Intelligent Computing,11
Physics and Astronomy,The Journal of Popular Culture,11
Physics and Astronomy,Applied Catalysis B: Environmental,11
Physics and Astronomy,IEEE Letters on Electromagnetic Compatibility Practice and Applications,11
Physics and Astronomy,Journal of Guangdong Education Institute,11
Physics and Astronomy,Roczniki Filozoficzne,11
Physics and Astronomy,"D. Reidel Pub. Co. , Sold and distributed in the U.S.A. and Canada by Kluwer Boston eBooks",11
Physics and Astronomy,The Journal of the Institute,11
Physics and Astronomy,Mathematical Geosciences,11
Physics and Astronomy,CEAS Aeronautical Journal,11
Physics and Astronomy,Dental Materials Journal,11
Physics and Astronomy,International Journal of Optics and Photonic Engineering,11
Physics and Astronomy,Indonesian Journal of International Law,11
Physics and Astronomy,The Keio Journal of Medicine,11
Physics and Astronomy,IET Quantum Communication,11
Physics and Astronomy,SAIS Review,11
Physics and Astronomy,Journal of the American Academy of Religion,11
Physics and Astronomy,天界 = The heavens,11
Physics and Astronomy,NATO Advanced Science Institutes (ASI) Series B,11
Physics and Astronomy,Journal of Back and Musculoskeletal Rehabilitation,11
Physics and Astronomy,ONERA,11
Physics and Astronomy,Aerospace technic and technology,11
Physics and Astronomy,한국정보과학회 학술발표논문집,11
Physics and Astronomy,Adaptive Multimedia Retrieval,11
Physics and Astronomy,日本写真学会誌,11
Physics and Astronomy,Pacific Historical Review,11
Physics and Astronomy,University of Colorado Honors Journal,11
Physics and Astronomy,Scottish Journal of Theology,11
Physics and Astronomy,Canadian Institute of Food Science and Technology Journal,11
Physics and Astronomy,Journal of Henan Institute of Engineering,11
Physics and Astronomy,Bulletin of Udmurt University Series Economics and Law,11
Physics and Astronomy,International Journal of Intelligent Robotics and Applications,11
Physics and Astronomy,DRYAD,11
Physics and Astronomy,Proceedings of the World Congress on Recent Advances in Nanotechnology,11
Physics and Astronomy,Proceedings of the ... ISARC,11
Physics and Astronomy,Medico-Legal Journal,11
Physics and Astronomy,Acustica,11
Physics and Astronomy,Journal of Sensor Technology and Application,11
Physics and Astronomy,Fibres and Textiles in Eastern Europe,11
Physics and Astronomy,Infection and Immunity,11
Physics and Astronomy,Acta Obstetricia Et Gynecologica Scandinavica,11
Physics and Astronomy,Applied Chemistry for Engineering,11
Physics and Astronomy,Journal of Probability and Statistics,11
Physics and Astronomy,Harvard Theological Review,11
Physics and Astronomy,International Conference on Computing for Sustainable Global Development,11
Physics and Astronomy,Human Studies,11
Physics and Astronomy,IISS online library,11
Physics and Astronomy,Episteme,11
Physics and Astronomy,Journal of General Internal Medicine,11
Physics and Astronomy,Proceedings of the 17th International Technical Meeting of the Satellite Division of The Institute of Navigation (ION GNSS 2004),11
Physics and Astronomy,"International Conference on Communications, Circuits and Systems",11
Physics and Astronomy,Sibirskie Elektronnye Matematicheskie Izvestiya,11
Physics and Astronomy,Journal of Physics Through Computation,11
Physics and Astronomy,Revue d Archéométrie,11
Physics and Astronomy,Clefs CEA,11
Physics and Astronomy,Asian Journal of Probability and Statistics,11
Physics and Astronomy,Journal of Surgical Research,11
Physics and Astronomy,npj Space Exploration,11
Physics and Astronomy,AI,11
Physics and Astronomy,Journal of Jiaxing University,11
Physics and Astronomy,Birds of the World,11
Physics and Astronomy,Journal of Hubei University of Education,11
Physics and Astronomy,THE journal,11
Physics and Astronomy,Herald of Kazakh-British technical university,11
Physics and Astronomy,Collective Intelligence,11
Physics and Astronomy,Healthcare,11
Physics and Astronomy,Fourth Genre Explorations in Nonfiction,11
Physics and Astronomy,Zhiye yu jiankang,11
Physics and Astronomy,IEEE Transactions on Aerospace and Navigational Electronics,11
Physics and Astronomy,The American Journal of Semiotics,11
Physics and Astronomy,Journal of Scientific & Industrial Research,11
Physics and Astronomy,International Polymer Science and Technology,11
Physics and Astronomy,Evolutionary economics and social complexity science,11
Physics and Astronomy,Genes and Cells,11
Physics and Astronomy,IEEE Open Journal of the Solid-State Circuits Society,11
Physics and Astronomy,Journal of anomalistics,11
Physics and Astronomy,IEEE Design and Test,11
Physics and Astronomy,International Conference on Information Science and Technology,11
Physics and Astronomy,"International Conference on Electronics, Communications and Control",11
Physics and Astronomy,2004 IEEE 35th Annual Power Electronics Specialists Conference (IEEE Cat. No.04CH37551),11
Physics and Astronomy,Journal of Collective Bargaining in the Academy,11
Physics and Astronomy,东北数学：英文版,11
Physics and Astronomy,Journal of Society of Cosmetic Chemists of Japan,11
Physics and Astronomy,SPAST Abstracts,11
Physics and Astronomy,Encyclopedia of Activism and Social Justice,11
Physics and Astronomy,Ocean Yearbook Online,11
Physics and Astronomy,Mathematical Journal of Interdisciplinary Sciences,11
Physics and Astronomy,Journal of Biochemical Toxicology,11
Physics and Astronomy,新潟大学工学部研究報告,11
Physics and Astronomy,Journal of Biological Dynamics,11
Physics and Astronomy,Vestnik Volgogradskogo gosudarstvennogo universiteta Serija 1 Mathematica Physica,11
Physics and Astronomy,Frontiers in Plant Science,11
Physics and Astronomy,American book review/The American book review,11
Physics and Astronomy,Kongqi donglixue xuebao,11
Physics and Astronomy,University of the Aegean,11
Physics and Astronomy,Journal of Electrical & Electronic Education,11
Physics and Astronomy,American Journal of Islam and Society,11
Physics and Astronomy,Journal Scientific and Applied Research,11
Physics and Astronomy,Early Years Educator,11
Physics and Astronomy,Emerging Minds Journal for Student Research,11
Physics and Astronomy,FastBook Publishing,11
Physics and Astronomy,Euromoney eBooks,11
Physics and Astronomy,Frontiers in Neurorobotics,11
Physics and Astronomy,Geburtshilfe und Frauenheilkunde,11
Physics and Astronomy,Journal of Associated Medical Sciences,11
Physics and Astronomy,ISTA Research Explorer,11
Physics and Astronomy,Assembly Automation,11
Physics and Astronomy,Dalian Minzu Xueyuan xuebao,11
Physics and Astronomy,Transportation Research Part E Logistics and Transportation Review,11
Physics and Astronomy,声学学报(英文版),11
Physics and Astronomy,Modern Defence Technology,11
Physics and Astronomy,Synthesis,11
Physics and Astronomy,OOO Zhurnal Voprosy Istorii,11
Physics and Astronomy,International Journal of Gynecological Cancer,11
Physics and Astronomy,Open Journal of Acoustics,11
Physics and Astronomy,Varv,11
Physics and Astronomy,Inzhenerno Fizicheskii Zhurnal,11
Physics and Astronomy,International Symposium on Remote Sensing of Environment,11
Physics and Astronomy,日本地質学会学術大会講演要旨,11
Physics and Astronomy,Kharkov University Bulletin Chemical Series,11
Physics and Astronomy,Mechanical & Electrical Engineering Technology,11
Physics and Astronomy,Dose-Response,11
Physics and Astronomy,Annals of the American Thoracic Society,11
Physics and Astronomy,"Preprints of Annual Meeting of The Ceramic Society of Japan Preprints of Fall Meeting of The Ceramic Society of Japan Annual Meeting of The Ceramic Society of Japan, 2005",11
Physics and Astronomy,Preprints of Annual Meeting of The Ceramic Society of Japan Preprints of Fall Meeting of The Ceramic Society of Japan 16th Fall Meeting of The Ceramic Society of Japan & The 5th International Meeting of Pacific Rim Ceramic Societies(PacRim5),11
Physics and Astronomy,Boletín de información/Boletín de información,11
Physics and Astronomy,"ASSA, CSSA and SSSA",11
Physics and Astronomy,Tekhnichna Elektrodynamika,11
Physics and Astronomy,Australasian Journal of Psychology and Philosophy,11
Physics and Astronomy,Gredos (University of Salamanca),11
Physics and Astronomy,Microporous Materials,11
Physics and Astronomy,Proceedings of the Yorkshire Geological Society,11
Physics and Astronomy,Huntington Library Quarterly,11
Physics and Astronomy,Limnology and Oceanography Methods,11
Physics and Astronomy,Journal of Cerebral Blood Flow & Metabolism,11
Physics and Astronomy,Pan Stanford Publishing Pte. Ltd. eBooks,11
Physics and Astronomy,Современные проблемы науки и образования (Modern Problems of Science and Education),11
Physics and Astronomy,Mechanics Based Design of Structures and Machines,11
Physics and Astronomy,2021 IEEE Indian Conference on Antennas and Propagation (InCAP),11
Physics and Astronomy,Mathematical modelling: theory and applications,11
Physics and Astronomy,Journal of Macromolecular Science Part A,11
Physics and Astronomy,Stanford Digital Repository,11
Physics and Astronomy,Electronic Library of Peter the Great Polytechnic University,11
Physics and Astronomy,Seven Editora eBooks,11
Physics and Astronomy,"Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen, Mathematisch-Physikalische Klasse",11
Physics and Astronomy,Journal of Information & Knowledge Management,11
Physics and Astronomy,Journal of Huanggang Normal University,11
Physics and Astronomy,University of Wisconsin Press eBooks,11
Physics and Astronomy,Current Opinion in Cell Biology,11
Physics and Astronomy,The Princeton University Library Chronicle,11
Physics and Astronomy,Environmental Pollution,11
Physics and Astronomy,The Open Automation and Control Systems Journal,11
Physics and Astronomy,"Научно-Технический Вестник информационных технологий, механики и оптики",11
Physics and Astronomy,The Homer Encyclopedia,11
Physics and Astronomy,31st Conference on Hurricanes and Tropical Meteorology,11
Physics and Astronomy,Drugs of the Future,11
Physics and Astronomy,日本画像学会誌,11
Physics and Astronomy,IEE Proceedings - Vision Image and Signal Processing,11
Physics and Astronomy,Acta Universitatis Sapientiae Mathematica,11
Physics and Astronomy,VDI-Buch,11
Physics and Astronomy,International Conference on Supercomputing,11
Physics and Astronomy,CFA Digest,11
Physics and Astronomy,Teaching Sociology,11
Physics and Astronomy,ACTA HISTOCHEMICA ET CYTOCHEMICA,11
Physics and Astronomy,The Japanese Journal of Psychonomic Science,11
Physics and Astronomy,The Japanese Biochemical Society,11
Physics and Astronomy,International Journal of Progressive Sciences and Technologies,11
Physics and Astronomy,GMMWJ,11
Physics and Astronomy,Space Telescope WFC Instrument Science Report,11
Physics and Astronomy,"XIX ISA World Congress of Sociology (July 15-21, 2018)",11
Physics and Astronomy,Australian science teachers journal,11
Physics and Astronomy,Recent research in psychology,11
Physics and Astronomy,Facta Universitatis Series Mechanical Engineering,11
Physics and Astronomy,Angelaki,11
Physics and Astronomy,International Journal of Technology Management,11
Physics and Astronomy,Fortschritte der Physikalischen Chemie,11
Physics and Astronomy,Annales De L Institut Henri Poincare-physique Theorique,11
Physics and Astronomy,The Explicator,11
Physics and Astronomy,Reine und angewandte Metallkunde in Einzeldarstellungen,11
Physics and Astronomy,2nd International Congress of the Brazilian Geophysical Society,11
Physics and Astronomy,Известия Российского государственного педагогического университета им. А. И. Герцена,11
Physics and Astronomy,Известия Пензенского государственного педагогического университета им. В.Г. Белинского,11
Physics and Astronomy,Восточно-Европейский журнал передовых технологий,11
Physics and Astronomy,Results in Materials,11
Physics and Astronomy,Langenbeck s Archives of Surgery,11
Physics and Astronomy,Royal College of Art Research Repository (Royal College of Art),11
Physics and Astronomy,Placenta,11
Physics and Astronomy,Modern technologies in ophtalmology,11
Physics and Astronomy,Semiconductor Photonics and Technology,11
Physics and Astronomy,Human Immunology,11
Physics and Astronomy,Behavioral Ecology,11
Physics and Astronomy,哲学研究：英文版,11
Physics and Astronomy,Journal of Beijing Broadcasting Institute,11
Physics and Astronomy,中国妇女(英文版),11
Physics and Astronomy,Journal of Engineering for Thermal Energy and Power,11
Physics and Astronomy,ZANCO Journal of Pure and Applied Sciences,11
Physics and Astronomy,Analusis,11
Physics and Astronomy,2019 International Applied Computational Electromagnetics Society Symposium (ACES),11
Physics and Astronomy,Proceedings of the Institution of Mechanical Engineers Part D Journal of Automobile Engineering,11
Physics and Astronomy,Journal of Biomedical Materials Research Part A,11
Physics and Astronomy,Low Temperature and Specialty Gases,11
Physics and Astronomy,Molecular Pharmaceutics,11
Physics and Astronomy,Todo hospital,11
Physics and Astronomy,"43rd AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference",11
Physics and Astronomy,Journal of Health Physical Education Recreation,11
Physics and Astronomy,PROOF,11
Physics and Astronomy,Earth and Planetary Science,11
Physics and Astronomy,EDFA Technical Articles,11
Physics and Astronomy,Abstracts for Annual Meeting of the Mineralogical Society of Japan Abstracts for the Meeting (2003) of the Mineralogical Society of Japan,11
Physics and Astronomy,Revue économique,11
Physics and Astronomy,Journal of Gansu Normal Colleges,11
Physics and Astronomy,Технологія і техніка друкарства,11
Physics and Astronomy,Proceedings of 1996 Transmission and Distribution Conference and Exposition,11
Physics and Astronomy,. RADECS 91 First European Conference on Radiation and its Effects on Devices and Systems,11
Physics and Astronomy,Bulletin of Pure & Applied Sciences- Mathematics and Statistics,11
Physics and Astronomy,Autonomous Robots,11
Physics and Astronomy,Advances in chemical engineering,11
Physics and Astronomy,Theoretical chemistry,11
Physics and Astronomy,"World Academy of Science, Engineering and Technology, International Journal of Computer and Information Engineering",11
Physics and Astronomy,Psychiatric Bulletin,11
Physics and Astronomy,Anthropology Today,11
Physics and Astronomy,Top,11
Physics and Astronomy,"EOS, Trans., Am. Geophys. Union; (United States)",11
Physics and Astronomy,International Journal of Algebra,11
Physics and Astronomy,Lecture notes in information systems and organisation,11
Physics and Astronomy,中国机械工程学报,11
Physics and Astronomy,Teachers College Record The Voice of Scholarship in Education,11
Physics and Astronomy,Current Problems in Cancer,11
Physics and Astronomy,Journal of Endodontics,11
Physics and Astronomy,Communications and Network,11
Physics and Astronomy,Journal of Rheology,11
Physics and Astronomy,New Formations,11
Physics and Astronomy,Vienna Circle Institute yearbook,11
Physics and Astronomy,Prace IPPT IFTR REPORTS,11
Physics and Astronomy,"Complex Sciences. First International Conference, Complex 2009, Shanghai, China, February 23-25, 2009, Revised Papers, Part 2",11
